Unnamed: 0,text,label,clean_text
10569,I 'm sure McGregor and Nate will put on a good show but I 'm not forking over $ 50 for one good fight on a ppv,0,sure mcgregor nate put good show fork one good fight ppv
10570,A punch in the face is a punch in the face regardless of where in the world it happens .,0,punch face punch face regardless world happen
10571,The effectiveness of any martial are is solely dependent on the person practicing it .,0,effect martial sole depend person practic
10572,Ha.,0,ha
10573,I was just about to post a similar thread .,0,post similar thread
10574,I knew if I waited long enough my university would eventually endorse this crap .,0,knew wait long enough univers would eventu endors crap
10575,Have you ever seen the `` White Priviledge Checklist '' that these people use ?,0,ever seen white priviledg checklist peopl use
10576,"I know I keep hoping I wake up one day and this multiracial hell Canada was all just a terrible nightmare , but it never happens .",1,know keep hope wake one day multiraci hell canada terribl nightmar never happen
10577,God I hate Canada !,0,god hate canada
10578,"Ahead of their time , as you said Canada day is not about whites and their progeny who founded this nation anymore .",0,ahead time said canada day white progeni found nation anymor
10579,``Lookhow my family is growing - two new fellas and a baby on the way !,0,lookhow famili grow two new fella babi way
10580,This is the night he and I got all engaged and stuff .,0,night got engag stuff
10581,X ) `` Stone Family Band : with new in-law at far left and new future in-law at far right .,0,x stone famili band new inlaw far left new futur inlaw far right
10582,"While it is hard to compete with the success of the white nationalist front under supreme chairman Goudreau , There are groups and a community here that is working to build up a local movement based on positive activism and friendly gatherings .",0,hard compet success white nationalist front suprem chairman goudreau group commun work build local movement base posit activ friendli gather
10583,We have such a huge Asian problem .,1,huge asian problem
10584,If we got rid of all Asians in the country Canada would be massively white .,0,got rid asian countri canada would massiv white
10585,Blacks only account for around 4 percent of the population .,0,black account around percent popul
10586,"Animal Grief in the 19th Century Old Shepherd s Chief Mourner by Edwin Henry Landseer , 1827 .",0,anim grief th centuri old shepherd chief mourner edwin henri landseer
10587,"During the 19th century , attributing human feelings to animals was generally considered to be more sentimentality than science .",0,th centuri attribut human feel anim gener consid sentiment scienc
10588,"Nevertheless , Regency and Victorian era reports abound of dogs who wasted away at their master s graves , cats who refused to eat or drink upon the death of their mistress , and even a pet monkey who committed suicide .",0,nevertheless regenc victorian era report abound dog wast away master grave cat refus eat drink upon death mistress even pet monkey commit suicid
10589,"Some of these stories were , indeed , mere sentimentalism .",0,stori inde mere sentiment
10590,Others were poignant accounts of the behavior of indisputably grief stricken animals .,0,other poignant account behavior indisput grief stricken anim
10591,https : //mimimatthews.com/2016/03/03/ ... ampaign = buffer,0,http mimimatthewscom ampaign buffer
10592,"Every White person on the planet should have easy access to firearms , provided they do n't have a violent criminal past or a history of mental illness .",0,everi white person planet easi access firearm provid nt violent crimin past histori mental ill
10593,Just watched the first few minutes of the video and will finish when I wake up .,0,watch first minut video finish wake
10594,"Sounds interesting , thanks for posting it .",0,sound interest thank post
10595,My Father taught me to shoot when I was 12 years old .,0,father taught shoot year old
10596,"We would go to the range , rifle and pistol , once each week .",0,would go rang rifl pistol week
10597,I taught my son when he was 12 .,0,taught son
10598,I think I was my own `` tiger mom '' when in Montessori school ... around age 3 My memories are vague ( cue song ) but Mumsy said they had hoola hoops we sat in and whenever a kid stepped in mine I slapped him/her .,0,think tiger mom montessori school around age memori vagu cue song mumsi said hoola hoop sat whenev kid step mine slap himher
10599,"Yes , I was a Libertarian from birth !",0,ye libertarian birth
10600,Cats Musical - Memory - YouTube,0,cat music memori youtub
10601,I used to beg my parents to let me wear a boy swimsuit .. trunks and topless when I was 3 or 4 years old .,0,use beg parent let wear boy swimsuit trunk topless year old
10602,"Finally , they relented and let me have my first pair of swimming trunks .",0,final relent let first pair swim trunk
10603,"I swam in them once at the beach , and was wearing only swim trunks .. just like the boys .",0,swam beach wear swim trunk like boy
10604,It was also the only day I wanted to do that .,0,also day want
10605,Aw c 'mon Hillary is a babe .,0,aw c mon hillari babe
10606,Sharpton just wants to get his hands on da White House fleet of limousines .,0,sharpton want get hand da white hous fleet limousin
10607,Yup .,0,yup
10608,We lose no matter what .,0,lose matter
10609,"Just wait until they find a school where Asian girls are more violent and stupid than black males , and the leftists will have a plan on how to fight the achievement gap .",1,wait find school asian girl violent stupid black male leftist plan fight achiev gap
10610,Before I became a Christian when I was a big fan of heavy metal I liked Old lead singer of Gathering Old female singer of Tristania ( my favorite ) 80 's pop was all pretty good too Cyndi Lauper Sanda Kim Wilde,0,becam christian big fan heavi metal like old lead singer gather old femal singer tristania favorit pop pretti good cyndi lauper sanda kim wild
10611,"It is a silly video , but it highlights the nonsensical world in which Jesus lived and the world Jesus was instrumental in changing .",0,silli video highlight nonsens world jesu live world jesu instrument chang
10612,Stoning - Monty Python 's Life of Brian - YouTube,0,stone monti python life brian youtub
10613,Let's be clear about these Neolithic farmers .,0,let clear neolith farmer
10614,"They were not as dark as , say , a modern Iraqi .",0,dark say modern iraqi
10615,The Neolithic farmers who migrated into Europe originated in Anatolia .,0,neolith farmer migrat europ origin anatolia
10616,"According to Mathieson 2015 , they had around a 30 % incidence of blue eyes ( versus around 25 % for the Steppe populations ) and carried the same mutations for light skin that the Steppe people did .",0,accord mathieson around incid blue eye versu around stepp popul carri mutat light skin stepp peopl
10617,"The native hunter-gatherers , on the other hand , show 100 % incidence of blue eyes but do not have all the same mutations for light skin as the farmer and Steppe populations .",0,nativ huntergather hand show incid blue eye mutat light skin farmer stepp popul
10618,"Lactose tolerance ( again from Mathieson 2015 ) did not exist among either the Steppe pastoralists or the Neolithic farmers , but developed later amongst mixed groups ( their study found the first evidence for lactose tolerance among the Bell Beaker culture ) .",0,lactos toler mathieson exist among either stepp pastoralist neolith farmer develop later amongst mix group studi found first evid lactos toler among bell beaker cultur
10619,Show her a William Pierce video on YouTube and then explain it to her .,0,show william pierc video youtub explain
10620,Explain how liberals are liars and anti-White and tell her about crime statistics .,1,explain liber liar antiwhit tell crime statist
10621,She is off this week from school for thanksgiving and my other kids had school still for 2 days so she went with me to school.On way back was explaining to her my side and her mothers side of our heritage and explaining to her where the different countries were and told her we can get a map of Europe and she can color in the countries we are from .,0,week school thanksgiv kid school still day went schoolon way back explain side mother side heritag explain differ countri told get map europ color countri
10622,Well we have lots of shirts that you can order and a different design will be done probably early this next week and we will be putting them up on kijiji as soon as we pick them up .,0,well lot shirt order differ design done probabl earli next week put kijiji soon pick
10623,Is it where they grade you based on how cultural marxist you are or do they allow people their own views ?,0,grade base cultur marxist allow peopl view
10624,So do you actually meet the people that you let join and start a chapter or are you just trusting that an anti would n't sign up so that you start directing people to them to get jumped or whatever ?,0,actual meet peopl let join start chapter trust anti would nt sign start direct peopl get jump whatev
10625,WTF is wrong with u allowing your children to have non white friends ?,1,wtf wrong u allow children non white friend
10626,Do you not realize that goddamn white genicide is upon the white race ?,0,realiz goddamn white genicid upon white race
10627,"Sharpless 249 and the Jellyfish Nebula Image Credit & Copyright : César Blanco González Explanation : Normally faint and elusive , the Jellyfish Nebula is caught in this alluring telescopic mosaic .",0,sharpless jellyfish nebula imag credit copyright csar blanco gonzlez explan normal faint elus jellyfish nebula caught allur telescop mosaic
10628,"The scene is anchored right and left by two bright stars , Mu and Eta Geminorum , at the foot of the celestial twin while the Jellyfish Nebula is the brighter arcing ridge of emission with dangling tentacles below and right of center .",0,scene anchor right left two bright star mu eta geminorum foot celesti twin jellyfish nebula brighter arc ridg emiss dangl tentacl right center
10629,"In fact , the cosmic jellyfish is part of bubble-shaped supernova remnant IC 443 , the expanding debris cloud from a massive star that exploded .",0,fact cosmic jellyfish part bubbleshap supernova remnant ic expand debri cloud massiv star explod
10630,"Light from the explosion first reached planet Earth over 30,000 years ago .",0,light explos first reach planet earth year ago
10631,"Like its cousin in astrophysical waters the Crab Nebula supernova remnant , the Jellyfish Nebula is known to harbor a neutron star , the remnant of the collapsed stellar core .",0,like cousin astrophys water crab nebula supernova remnant jellyfish nebula known harbor neutron star remnant collaps stellar core
10632,An emission nebula cataloged as Sharpless 249 fills the field at the upper left .,0,emiss nebula catalog sharpless fill field upper left
10633,"The Jellyfish Nebula is about 5,000 light-years away .",0,jellyfish nebula lightyear away
10634,"At that distance , this narrowband composite image would be about 300 light-years across .",0,distanc narrowband composit imag would lightyear across
10635,http://apod.nasa.gov/apod/astropix.html,0,httpapodnasagovapodastropixhtml
10636,I became a revisionist after going to Auschwitz 1 and 2 .,0,becam revisionist go auschwitz
10637,"I 'm half german , my grandad served in the SS , so I wanted to see what he and his brothers did .",0,half german grandad serv ss want see brother
10638,We were shown the ovens where the bodies were cremated .,0,shown oven bodi cremat
10639,"Quoting the guide/historian ( he had a PHD ) here , `` there are 8 beds , each fits one body and it takes roughly 90 mins to completely incinerate a body using the techniques they employed .",0,quot guidehistorian phd bed fit one bodi take roughli min complet inciner bodi use techniqu employ
10640,In one year 2.2 million people were incinerated in these very chambers .,0,one year million peopl inciner chamber
10641,"We have a list at the memorial of names `` I was thinking , WTF , grab me a calculator .",0,list memori name think wtf grab calcul
10642,"Well , I looked in amazement as everyone bought this rubbish .",0,well look amaz everyon bought rubbish
10643,"I put my hand up and said `` Respectfully , my 9 year old nephew using primary school mathematics and tell you this is totally impossible '' .",0,put hand said respect year old nephew use primari school mathemat tell total imposs
10644,"We argued for a bit , then I asked to see the list of names .",0,argu bit ask see list name
10645,I was escorted from the camp/jail by 2 polish policeman as denying/questioning the hoax-acuast is illegal .,1,escort campjail polish policeman denyingquest hoaxacuast illeg
10646,They also threatened to throw me out of the country .,0,also threaten throw countri
10647,Obama is by no means a muslim .,0,obama mean muslim
10648,He has the blood of many muslims on his hands .,0,blood mani muslim hand
10649,He is a jewish puppet .,0,jewish puppet
10650,And before you ask : Yes I bite my lips .,0,ask ye bite lip
10651,Yes I lick my lips and they are in terrible shape .,0,ye lick lip terribl shape
10652,I detest chap stick .,0,detest chap stick
10653,Southern Missouri is very pretty .,0,southern missouri pretti
10654,Shannon county is famous for its wild horses and the whole area is timbered and rugged .,0,shannon counti famou wild hors whole area timber rug
10655,You may want to consider the Harrison Arkansas area as well .,0,may want consid harrison arkansa area well
10656,The town of Houston is the County seat of Texas county I believe .,0,town houston counti seat texa counti believ
10657,Mountain view is a nice little town but remember the area is somewhat impoverished .,0,mountain view nice littl town rememb area somewhat impoverish
10658,Alley mills spring is an artists dream area .,0,alley mill spring artist dream area
10659,http://www.eminencemo.com,0,httpwwweminencemocom
10660,Just buck up and stop being lazy .,0,buck stop lazi
10661,Perhaps people will take you more seriously if you do n't make as many grammar errors and using repulsive language .,0,perhap peopl take serious nt make mani grammar error use repuls languag
10662,I newer mentioned Samis haplogroup types .,0,newer mention sami haplogroup type
10663,But both Samis and Finns have N1C1 .,0,sami finn nc
10664,Lager scale .,0,lager scale
10665,"Also do some other populations like Estonians , Latvians , Lithuanians , North Russians .",0,also popul like estonian latvian lithuanian north russian
10666,"And in a smaller scales Swedes , Polish , Nowegians etc. in the same area .",0,smaller scale swede polish nowegian etc area
10667,But like I have said many times ... the haplogroup type ALONE will not tell or describe ones whole genetic map or how one looks like .,0,like said mani time haplogroup type alon tell describ one whole genet map one look like
10668,Far from that .,0,far
10669,"And hey , we have not talked about women 's mitochondriat at all ?",0,hey talk women mitochondriat
10670,Anyway ... they do n't look similar at all between Samis and Finns .,0,anyway nt look similar sami finn
10671,Mostly gone .,0,mostli gone
10672,Everything is machined to well today mlst stuff is plug and play .,0,everyth machin well today mlst stuff plug play
10673,"All i see are 1911 smiths , revolver smiths , then machinists who cut crown thread barrels .",0,see smith revolv smith machinist cut crown thread barrel
10674,"It is a money making scam , that is why it is pushed .",0,money make scam push
10675,"It is also a breeding ground for Dieversity , and Libturd Indoctronation .",1,also breed ground dievers libturd indoctron
10676,I've had this on my mind most of the day ... it 'll be important to know others in your area who you can network with .,0,ive mind day import know other area network
10677,"Find other gardeners , wild plant enthusiasts , and fellow believers in your area who you can band with .",0,find garden wild plant enthusiast fellow believ area band
10678,First off I would laugh so hard I 'd turn blue .,0,first would laugh hard turn blue
10679,But the truth is he needs a boot party and take our flag back thank you very much .,0,truth need boot parti take flag back thank much
10680,Now teachers demand to work just 35 hours a week ... and they even want to be allowed to do five of those at home | Mail Online,0,teacher demand work hour week even want allow five home mail onlin
10681,When I was in grammar school I would go to the library every few days and get a new Hardy Boys book .,0,grammar school would go librari everi day get new hardi boy book
10682,They were great mysteries .,0,great mysteri
10683,I'm glad you pointed this out that anti-Bullying campaign has been used to promote homosexuals who are more likely to bully anyone who disagrees with them .,1,im glad point antibulli campaign use promot homosexu like bulli anyon disagre
10684,"...watch this video to the end , lol .",0,watch video end lol
10685,Holocaust Survivor Tells Her Story - YouTube It 's from this channel https : //www.youtube.com/channel/UCML ... wgbpH7gn _ vebtw,0,holocaust survivor tell stori youtub channel http wwwyoutubecomchannelucml wgbphgn vebtw
10686,One thing that occurred to me is that the soldiers with those old school battle rifles would have traded them for this Sig in a heartbeat !,0,one thing occur soldier old school battl rifl would trade sig heartbeat
10687,perhaps if you set up the school in a white country then it will catch on and spread to multiracial parts of the world ?,0,perhap set school white countri catch spread multiraci part world
10688,What you say is true but bear in mind that what a person chooses to wear on the outside is a personal statement of what 's on the inside .,0,say true bear mind person choos wear outsid person statement insid
10689,I was just debating with myself whether I should go to bed or have one last beer ...,0,debat whether go bed one last beer
10690,"Lo and behold , up popped The Beer thread .",0,lo behold pop beer thread
10691,Cheers !,0,cheer
10692,Didn't Sextus solve this problem over a thousand years ago ? `` but amongst the Romans it is forbidden by law to do so '',0,didnt sextu solv problem thousand year ago amongst roman forbidden law
10693,This is my home town .. these people are locals and can help you find what you want ...,0,home town peopl local help find want
10694,I 'll be moving back soon !,0,move back soon
10695,Greeneville TN Homes and Land,0,greenevil tn home land
10696,You have to admit that they look like a scrawny desert chicken hence my use of that name over Roadrunner .,0,admit look like scrawni desert chicken henc use name roadrunn
10697,K,0,k
10698,Not so sure this will fit your bill but March of the Titans is a great book on European History .,0,sure fit bill march titan great book european histori
10699,Here 's a free PDF http://wnlibrary.com/Portabel % 20Docu ... e % 20Titans.pdf,0,free pdf httpwnlibrarycomportabel docu e titanspdf
10700,What is you teaching schedule like ?,0,teach schedul like
10701,Do you do certain subjects some days or some weeks and others in different days or weeks ?,0,certain subject day week other differ day week
10702,How long per day do you go ?,0,long per day go
10703,Do you take weeks off for vacations or trips or just a break ?,0,take week vacat trip break
10704,"seven billion `` Humans '' on the planet and with Open borders , H1-b visas , fake social security numbers , colleges hiring foreign nationals over White Legal Americans , and Obama 's Amnesty on line with an apathetic public , , , well , dye your skin black and unlearn your english and you might get a good job .",1,seven billion human planet open border hb visa fake social secur number colleg hire foreign nation white legal american obama amnesti line apathet public well dye skin black unlearn english might get good job
10705,"Microsoft , Amazon , Intel , Hewlett Packard all prefer Hindus and Chinese to Americans .",0,microsoft amazon intel hewlett packard prefer hindu chines american
10706,Have not read the Sagas since I was a kid .,0,read saga sinc kid
10707,It always sucks to have your heroes knocked off the pedestal you put them on .,0,alway suck hero knock pedest put
10708,I have one word for you ....... MOVE . We chose this area because we wanted our children to go to all white schools .,0,one word move chose area want children go white school
10709,There are quite a few books on Alexander - no need to torture the brain cells trying to decipher someone 's really bad writing .,0,quit book alexand need tortur brain cell tri deciph someon realli bad write
10710,The Peter Green book is pretty good .,0,peter green book pretti good
10711,"It has some interesting appendices as well , as well as maps etc .",0,interest appendic well well map etc
10712,"Apparently, many are not yet out of the closet .",0,appar mani yet closet
10713,"Many of the famous artists , poets , actors , theater/stage actors , home designers , fashion designers , sculptors , ( all of these are artists ) are gay .",0,mani famou artist poet actor theaterstag actor home design fashion design sculptor artist gay
10714,Sorry that you were unaware .,0,sorri unawar
10715,Have you looked at a fashion magazine lately ??,0,look fashion magazin late
10716,By the way he did n't film the scene for entertainment but because the negro would have lied and the white would have gotten in trouble so it was to protect himself from any future false accusation .,0,way nt film scene entertain negro would lie white would gotten troubl protect futur fals accus
10717,Don't like the way the cowards kicks Tyrone on the floor then his mate screams like he has won the fight .,0,dont like way coward kick tyron floor mate scream like fight
10718,Cowards .,0,coward
10719,"atrabilious ( ah-truh-BIL-yus ) , adj .",0,atrabili ahtruhbilyu adj
10720,"1. morbidly melancholy , 2. irritable ; bad-tempered ; splenetic .",0,morbidli melancholi irrit badtemp splenet
10721,"Also , atrabiliar ( ah-truh-BIL-yar ) [ Origin : 1645 55 ; < L atra bili ( s ) black bile + - ous ] at · ra · bil · ious · ness , n .",0,also atrabiliar ahtruhbilyar origin l atra bili black bile ou ra bil iou ness n
10722,"There was a crooked man who walked a crooked mile , he kept a crooked cat in a crooked house for style , he gave a crooked smile in a crooked-minded way , to anyone who suffered on this atrabilious day .",0,crook man walk crook mile kept crook cat crook hous style gave crook smile crookedmind way anyon suffer atrabili day
10723,"St. John 's College Choir , Cambridge , England : Come , thou long expected Jesus : St John 's College Choir , Cambridge - YouTube St John 's College Choir Cambridge - Wise - Prepare ye the way - YouTube Jesus Christ , the Apple Tree Merry Christmas ( almost ) --last week in Advent !!!!!!",0,st john colleg choir cambridg england come thou long expect jesu st john colleg choir cambridg youtub st john colleg choir cambridg wise prepar ye way youtub jesu christ appl tree merri christma almost last week advent
10725,"No, I must have two or three kids and teach them to be racially-aware .",0,must two three kid teach raciallyawar
10726,Discussing a past historical event does n't `` preserve '' anything ....,0,discuss past histor event nt preserv anyth
10727,Reproducing does ....,0,reproduc
10728,LA traffic to cause riots during 2 day construction shutdown of 405 fwy .,0,la traffic caus riot day construct shutdown fwi
10729,Los Angeles braces for weekend of `` Carmageddon '' - US news - msnbc.com,0,lo angel brace weekend carmageddon us news msnbccom
10730,I plan on posting the above quote after every post until this really funny joke thread is done with .,0,plan post quot everi post realli funni joke thread done
10731,It should be moved to the really funny joke section .,0,move realli funni joke section
10732,If you are talking about Alexander the Great then yes .,0,talk alexand great ye
10733,It has happened up to the late 90 's with Hong Kong .,0,happen late hong kong
10734,``Whiteteacher puts Negro in his place ! '',0,whiteteach put negro place
10735,"No , unfortunately he did n't .",0,unfortun nt
10736,"That negro 's place is in Africa , and the teacher did n't send him there .",1,negro place africa teacher nt send
10737,We Whites are built for grappling .,0,white built grappl
10738,"Let the Apes use their long arms to throw their monkey punches , and let us Whites use wrestling takedowns and submissions .",1,let ape use long arm throw monkey punch let us white use wrestl takedown submiss
10739,Mixed martial arts is generally considered mixing Western and Asian arts together .,0,mix martial art gener consid mix western asian art togeth
10740,Oh and Pankration was a martial sport not a martial art,0,oh pankrat martial sport martial art
10741,1.,0,
10742,Custom carbine AR ( one of mine will do ) 2 .,0,custom carbin ar one mine
10743,Mossberg 590a1 with bayonet 3 .,0,mossberg bayonet
10744,Ak47 with folding stock 4 .,0,ak fold stock
10745,M & p Vtac 45 5 .,0,p vtac
10746,Remington 700 sps tactical,0,remington sp tactic
10747,"yes RoadHog i did check into j and g they sound good , im hoping i will find one on the shelf soon tho , the mosin",0,ye roadhog check j g sound good im hope find one shelf soon tho mosin
10748,I'll update my list a bit .,0,ill updat list bit
10749,CZ-75 Tactical Sports ( 9 mm ) Mossberg shotgun ( 12 gauge ) Finnish RK 95 TP ( 7.62x39 ) M14 with scope ( 7.62x51 ) H & K 416 ( 5.56x45 ) I sort of regret not being able to pick the AKS-74 carbine as my sixth .,0,cz tactic sport mm mossberg shotgun gaug finnish rk tp x scope x h k x sort regret abl pick ak carbin sixth
10750,But finding ammunition is important .,0,find ammunit import
10751,"Probably from the two minimum wage part time jobs ........ Oh wait , whites need not apply .",0,probabl two minimum wage part time job oh wait white need appli
10752,I forgot .,0,forgot
10753,Opps .,0,opp
10754,Viva la MayheeKo !,0,viva la mayheeko
10755,"Loopwheels: for a smoother , more comfortable bicycle ride by Sam Pearce & mdash ; Kickstarter https : //s3.amazonaws.com/ksr/assets/ ... jpg ? 1364315377 https : //s3.amazonaws.com/ksr/assets/ ... JPG ? 1366027343 I like the optical illusion of solid mag wheels produced by the spring wheels .",0,loopwheel smoother comfort bicycl ride sam pearc mdash kickstart http samazonawscomksrasset jpg http samazonawscomksrasset jpg like optic illus solid mag wheel produc spring wheel
10756,https : //s3.amazonaws.com/ksr/assets/ ... jpg ? 1365024003,0,http samazonawscomksrasset jpg
10757,"Yes, precisely !!",0,ye precis
10758,"If a white person wants to do well at any kind of academic subject , languages , art etc etc. then simply fill your essays with racial integration , feminism and the love of other cultures and the like and you 'll be fine !",0,white person want well kind academ subject languag art etc etc simpli fill essay racial integr femin love cultur like fine
10759,It's quite clear you have no argument so you 're now trying to get me to bite with your Jewish nonsense .,0,quit clear argument tri get bite jewish nonsens
10760,"I need to dust these off and get them back in my work out routine ... it gives you a feeling of purpose to do these , it helps you connect and relate to the folks they 're named in honor of .",0,need dust get back work routin give feel purpos help connect relat folk name honor
10761,Every time you see or hear about a British politician fawning over Israel just remember that country was founded by terrorists who killed British soldiers and policemen - www.thetruthseeker.co.uk/ ? p = 119398,0,everi time see hear british politician fawn israel rememb countri found terrorist kill british soldier policemen wwwthetruthseekercouk p
10762,This is the same race that thinks raping babies cures AIDS .,1,race think rape babi cure aid
10763,Or the same race that thought the 1st Klan were actual ghosts .,0,race thought st klan actual ghost
10764,So the Jews are Gods chosen people and we are the dumb cattle used to bring the Jews back to Gods fold .,1,jew god chosen peopl dumb cattl use bring jew back god fold
10765,Now I just need to figure out what you are doing here .,0,need figur
10766,"Blacks can shoot , funny thing is they only seem to be able to hit the little innocent law abiding child , walking home from church to help take of their sick mother .",1,black shoot funni thing seem abl hit littl innoc law abid child walk home church help take sick mother
10767,"I knew something like this could happen on May 5th American Thinker Blog : Students sent home for wearing American flag on Cinco de Mayo Woooh , the comments section is burnin ' over this Five students sent home for wearing American flag T-shirts on Cinco de Mayo .",0,knew someth like could happen may th american thinker blog student sent home wear american flag cinco de mayo woooh comment section burnin five student sent home wear american flag tshirt cinco de mayo
10768,Go to either the school or the board of education and tell them you want to remove your child.Should be some papers you need to sign .,0,go either school board educ tell want remov childshould paper need sign
10769,Really?,0,realli
10770,I was always under the impression that the whole sitting down together and being friendly story was a bunch of BS .,0,alway impress whole sit togeth friendli stori bunch bs
10771,"Not because the white man was evil , but because the `` natives '' were .",0,white man evil nativ
10772,Interesting .,0,interest
10773,"Two seasons ago this child with her brat-antics and rudeness all but ruined the final weeks of America 's Got Talent , one of the few TV shows I watch and enjoy .",0,two season ago child bratant rude ruin final week america got talent one tv show watch enjoy
10774,The LAST thin I want to do is go to her website .,0,last thin want go websit
10775,We attended a large Halloween party at a local church .,0,attend larg halloween parti local church
10776,No trick-or-treaters braved our long driveway .,0,trickortreat brave long driveway
10777,"There are only eight people living within a mile of my house , and none closer than a quarter-mile .",0,eight peopl live within mile hous none closer quartermil
10778,"I was dressed as the `` Gorton 's Fisherman ; Trust Me ! '' complete with grey beard , yellow rain-slicker , and ship 's wheel .",0,dress gorton fisherman trust complet grey beard yellow rainslick ship wheel
10779,My lady was dressed as Scarlett O' Hara .,0,ladi dress scarlett hara
10780,"After the party and kid 's games , there were two dozen little `` houses '' set up in the parking lot for trunk-or-treat candy for the kids .",0,parti kid game two dozen littl hous set park lot trunkortreat candi kid
10781,Our town has made the heavily-chaperoned Main-Street party the Halloween tradition .,0,town made heavilychaperon mainstreet parti halloween tradit
10782,Very few parents are sending their children out in the dark even in our all-white community .,0,parent send children dark even allwhit commun
10783,The innocence is gone .,0,innoc gone
10784,To love ones people in these dark ages is considered a weakness to be exploited .,0,love one peopl dark age consid weak exploit
10785,In these dark days of jewish/Marxist/mafia dominated materialistic societies where everyone and anyone is only a bank note to be traded .,1,dark day jewishmarxistmafia domin materialist societi everyon anyon bank note trade
10786,We are in the Kali Yuga .,0,kali yuga
10787,I saw the movie Valkyrie with Tom Cruise in the lead role .,0,saw movi valkyri tom cruis lead role
10788,It might have been a good film but Cruise really stunk as the German officer .,0,might good film cruis realli stunk german offic
10789,That's why people have more than one haplogroup again they mark genetic ancestry no one on the planet nowadays only has one ancestor,0,that peopl one haplogroup mark genet ancestri one planet nowaday one ancestor
10790,(Warning: do not watch on a full stomach ) I 'm Jewish And You Know It - Official Parody to Sexy and I know it - YouTube,0,warn watch full stomach jewish know offici parodi sexi know youtub
10791,"``Hey,boys, what are ya haulin ' ? '' http://28.media.tumblr.com/tumblr_lb...dmnto1_500.jpg Report : Nuclear weapon drivers sometimes got drunk Buzz up ! 19 votes Share retweet Email Print 2 hrs 20 mins ago WASHINGTON The U.S. Energy Department 's watchdog says [ COLOR = #366388 ! important ] [ COLOR = #366388 ! important ] government [ COLOR = #366388 ! important ] agents [ /COLOR ] [ /COLOR ] [ /COLOR ] hired to drive nuclear weapons and components in trucks sometimes got drunk on the job , including an incident last year when two agents were detained by police at a local bar during a convoy mission .",0,heyboy ya haulin httpmediatumblrcomtumblrlbdmntojpg report nuclear weapon driver sometim got drunk buzz vote share retweet email print hr min ago washington us energi depart watchdog say color import color import govern color import agent color color color hire drive nuclear weapon compon truck sometim got drunk job includ incid last year two agent detain polic local bar convoy mission
10792,Report : Nuclear weapon drivers sometimes got drunk - Yahoo !,0,report nuclear weapon driver sometim got drunk yahoo
10793,News,0,news
10794,Post the topics discussed in class as they come up on this thread .,0,post topic discuss class come thread
10795,Many of us or our children will be attending school and want to hear what drivel they are dishing out so we will know what to expect .,0,mani us children attend school want hear drivel dish know expect
10796,I went to trade school when I turned 18 for welding .,0,went trade school turn weld
10797,In another year I 'll have my B/S in civil engineering .,0,anoth year bs civil engin
10798,"I've said all there is to be said on your ignorance and with that ; The village idiot , will always be , the village idiot .",0,ive said said ignor villag idiot alway villag idiot
10799,A really good teacher or tutor could have implemented BOTH the interest and the subject into problems .,0,realli good teacher tutor could implement interest subject problem
10800,"Instead of just telling the child that 2 + 2 = 4 because the math book said so , they could have put that into a ' problem ' and solution .",0,instead tell child math book said could put problem solut
10801,"Q : If Timmy can hop a distance of 2 feet and he makes 2 hops , how far did he hop from the starting point to the finishing point ?",0,q timmi hop distanc feet make hop far hop start point finish point
10802,"A : 4 feet As an exercise , you could get your kids to `` hop '' or step a few times and using a tape measure , figure out their ' average ' stride distance .",0,feet exercis could get kid hop step time use tape measur figur averag stride distanc
10803,"If little Timmy has an average ' stride ' of 1 foot , and he walks 6 strides , you would measure ' approximately 6 feet .",0,littl timmi averag stride foot walk stride would measur approxim feet
10804,What if Johnny wants to be the quarterback on the football team ?,0,johnni want quarterback footbal team
10805,Why punish him for not being good at math when you could use the football field as one of the tools to help improve his math skills ?,0,punish good math could use footbal field one tool help improv math skill
10806,Exercise : Get Johnny to pass the football to Jimmy during practice .,0,exercis get johnni pass footbal jimmi practic
10807,"Q : If Johnny was at his own 10 yard line when he threw the ball and Jimmy was at his 30 yard line when he caught the ball , how many yards did Johnny throw the ball ?",0,q johnni yard line threw ball jimmi yard line caught ball mani yard johnni throw ball
10808,"A : 20 yards Q : If 3 feet = 1 yard , What distance ( in feet ) was Johnny 's 20 yard football pass ?",0,yard q feet yard distanc feet johnni yard footbal pass
10809,A : 60 feet Q : Johnny 's team had the football on the 50 yard line .,0,feet q johnni team footbal yard line
10810,"When Jimmy snapped the pass to Johnny he dropped the ball , then recovered it on his own 36 yard line .",0,jimmi snap pass johnni drop ball recov yard line
10811,How many yards were lost on that play ?,0,mani yard lost play
10812,How many feet were lost ?,0,mani feet lost
10813,"A : 14 yards , or 42 feet Johnny 's ' homeschool math assignment ' could be 10 or 15 problems that he learned on the field that day .",0,yard feet johnni homeschool math assign could problem learn field day
10814,Maybe it would give him a better appreciation for math if he actually applied it to something while he was having fun .,0,mayb would give better appreci math actual appli someth fun
10815,"If the International Drug Cartels are causing so much DEATH and DESTRUCTION in Mexico , then why allow them to just walk across our Border ?",1,intern drug cartel caus much death destruct mexico allow walk across border
10816,you just say blacks hate the cold. the only reason they are good athletes is because when you have to run lions and tigers you get fast or eaten .,1,say black hate cold reason good athlet run lion tiger get fast eaten
